,noise_level,ari,size_mod0,size_mod1,size_mod2,size_mod3,size_mod4,size_mod5,size_mod6,size_mod7,size_mod8,size_mod9,size_mod10,size_mod11,size_mod12,size_mod13,size_mod14,size_mod15,size_mod16,size_mod17,size_mod18,size_mod19
380,0.35000000000000003,0.7014174157477432,2182,3233,1761,1365,1207,1244,617,0,5488,3467,0,2156,1174,3646,942,1224,0,0,0,0
381,0.35000000000000003,0.6464384596679751,2182,4750,4640,2609,0,0,0,0,2335,2003,0,2156,3169,2388,0,0,0,0,3474,0
382,0.35000000000000003,0.45191135607985533,4338,4386,1761,0,0,2418,0,0,3542,2003,2296,0,0,8962,0,0,0,0,0,0
383,0.35000000000000003,0.6815342946048532,2182,5434,1761,0,0,2186,0,0,3700,0,2465,4159,1174,2388,0,1224,1154,1038,0,841
384,0.35000000000000003,0.8500113664089881,2182,2079,1761,2539,2149,1244,0,2738,2335,2003,1258,2156,0,2388,0,2262,2612,0,0,0
385,0.35000000000000003,0.41360709843671706,5854,3840,0,0,0,0,617,3343,0,2003,2502,2156,0,9391,0,0,0,0,0,0
386,0.35000000000000003,0.6592130134118143,3440,4384,2378,3345,2381,2468,0,0,2335,4431,0,2156,0,2388,0,0,0,0,0,0
387,0.35000000000000003,0.7722578410564631,3220,2079,1761,1365,2149,4463,0,2081,2335,2003,0,2156,1174,2388,0,0,0,0,2532,0
388,0.35000000000000003,0.4685418087503333,2182,4782,0,1365,0,1244,0,0,2335,9598,1258,2156,1174,2388,0,1224,0,0,0,0
389,0.35000000000000003,0.9006129415088092,2182,3021,1761,1365,0,1244,0,1464,2335,3210,1258,2156,1174,2388,0,1224,1771,1038,1274,841
390,0.35000000000000003,0.7094260522028568,2182,5559,1761,0,0,3015,0,2671,2335,2003,2200,2156,2212,2388,0,1224,0,0,0,0
391,0.35000000000000003,0.5987288449184844,2182,2079,5526,0,0,2418,0,1464,2335,2003,0,5625,0,3542,0,0,0,0,2532,0
392,0.35000000000000003,0.5559272471767728,2182,2079,0,4831,0,0,0,2688,2335,2003,6666,3917,0,3005,0,0,0,0,0,0
393,0.35000000000000003,0.38275726576465724,2182,7400,0,1365,0,1244,0,0,9930,2003,0,2156,0,2388,0,0,0,1038,0,0
394,0.35000000000000003,0.5667004216065284,3547,3734,3005,0,0,0,0,6852,2335,2003,0,3414,0,2388,0,0,0,0,2428,0
395,0.35000000000000003,0.348722952387658,2182,2079,5106,0,1207,0,0,2618,2335,0,0,11791,0,2388,0,0,0,0,0,0
396,0.35000000000000003,0.4540074052667755,2182,5289,0,1365,0,1244,0,1464,0,0,0,9112,1174,4723,0,0,0,1038,1274,841
397,0.35000000000000003,0.32484269131728577,2182,2079,13197,0,0,0,0,0,2335,2003,0,2156,1174,2388,0,0,1154,1038,0,0
398,0.35000000000000003,0.8114819826093927,3023,4082,1761,1365,2149,2282,0,1464,2335,0,1258,2156,2328,2388,0,1224,0,0,1891,0
399,0.35000000000000003,0.2965263901479994,2182,2079,0,1365,0,1244,0,0,2335,2003,0,2156,0,13964,0,1224,1154,0,0,0
